"","v_1","v_2","v_3","v_4","v_5","v_6","v_7","X","v_8","v_10","v_12","v_14","v_16","v_17","v_18","v_396","v_22","v_65","v_66","v_67","v_68","v_69","v_146","v_147","v_148","v_149","v_150","v_152","v_153","v_154","v_397","v_155","v_156","v_157","v_158","v_159","v_160","v_171","v_172","v_173","v_174","v_161","v_162","v_163","v_164","v_165","v_175","v_176","v_177","v_178","v_179","v_180","v_166","v_168","v_170","v_183","v_184","v_76","v_77","v_78","v_79","v_80","v_82","v_84","v_85","v_86","v_87","v_88","v_89","v_90","v_99","v_100","v_101","v_102","v_196","v_197","v_198","v_199","v_200","v_113","v_114","v_115","v_116","v_118","v_119","v_120","v_131","v_132","v_133","v_194","v_135","v_201","v_202","v_203","v_206","v_205","v_104","v_106","v_107","v_108","v_111","v_208","v_209","v_213","v_211","v_215","v_217","v_218","v_222","v_225","v_226","v_227","v_228","v_229","v_230","v_231","v_233","v_400","v_234","v_235","v_270","v_271","v_272","v_273","v_236","v_237","v_238","v_239","v_240","v_241","v_242","v_243","v_244","v_245","v_246","v_247","v_248","v_249","v_250","v_251","v_252","v_253","v_254","v_255","v_256","v_342","v_344","v_346","v_348","v_350","v_381","v_382","v_383","v_384","v_385"
"v_1",1,-0.088767599312101,-0.110989500357151,0.00730563174141458,-0.0772027518982468,0.0175470835849502,-0.0587301232168674,0.292284901382468,0.319360473267552,-0.174007503691822,0.0306877774702243,-0.127574484489904,0.0866362958072802,0.391002685941858,-0.234701468442379,0.0388496882976101,0.0684129828327293,0.289719910191624,0.17249484200219,0.388235685873085,0.163249178619698,0.0926992299100921,0.234033880243062,0.263186557526601,0.273271467212708,0.0641472326009953,0.0880225002683422,0.140032999891261,0.126534826106201,0.140662450147242,0.0777405210873117,0.1021279080272,0.106152465071879,0.195439868988263,0.152357753209332,0.0342794963469099,0.13561411402804,0.246525545975619,0.0813684684168243,-0.0463608106932013,0.00185101096276983,0.261914159529263,0.032085595620881,0.0553786802924241,0.0134995846186619,0.170499389250262,0.0420422316114601,-0.0447899794901754,0.100329554057993,-0.0232635569097791,0.0838789015017934,0.15673233488024,0.130873703947246,0.188151447958359,0.0167067484942294,0.133979965501353,-0.134589800084281,0.161205506807003,0.26744131100907,-0.115462652623045,0.168765761693604,0.35059809434664,-0.0875109981321274,0.125324856682951,0.298917225401064,0.0860593619232286,-0.0923934799783139,0.138033632738686,-0.132062412890727,-0.156174052174139,0.0808452083454443,-0.0680336051416609,0.0250580720875367,-0.162138486760204,0.131277212701946,-0.0674484671528912,0.157393142014765,0.0148441014394958,0.133596912955462,-0.134391406202369,0.428952211790544,0.160356745147455,-0.149375805648476,-0.199555060627944,0.428103640807605,0.0560519239796297,-0.11289418957243,0.123390539447825,0.169410366524836,-0.101702676186197,0.0352766841475279,0.198387315324646,0.17,0.211751712811934,-0.211695098702863,-0.0607461117281599,0.309009970313684,-0.0468335553475994,0.292362657654287,0.168393067189646,-0.0616017725795477,0.273316021315654,0.120714328056691,-0.123203545159095,-0.210501177160108,0.264471841962915,0.0523433853884935,0.112951515838328,-0.234220200048565,0.42220387274627,0.389376658358486,0.328991870201399,0.0633394401247366,0.315205521553693,0.355758695096264,0.333066559914581,0.121201177100804,0.0830989015572326,0.300519402847402,0.0784931448702629,0.164624276280862,0.246677163521028,0.162168279636767,0.179212049862649,0.133350167787587,0.00202061439049009,0.0540369957628813,0.0745783604474966,-0.0386047609401976,-0.0694026624923065,0.0398827178403885,-0.00807446699395455,0.184621373482031,0.222935321596729,0.00402137004271137,0.0107372530297983,-0.223562598480389,-0.0865979381443299,-0.0312885596015739,0.078818753904799,0.0270279616159653,0.134409301472344,0.0867449113028449,0.134972671606809,0.0489573255147763,-0.101610797297204,0.164597821874348,-0.181849357842261,0.0784181189085375,-0.0421985556566061,0.0222470649158697,0.0576228927477186,0.109108945117996,-0.0376296672593157,0.102021643985892
"v_2",-0.088767599312101,1,0.0166068055348313,0.434639468823111,0.502702548939085,0.552123552123552,-0.0634652453014301,-0.36303020141548,-0.395599995575526,0.178677574630046,0.187394635468745,0.0309723719582296,0.0484725954898945,-0.36446531058826,0.447645232466174,-0.145322128798477,-0.0203101061666455,-0.143930025117506,-0.220990532282617,-0.186287293740581,-0.0168432822106502,-0.142791764015366,-0.267038639850226,-0.213437799617814,-0.258438790216891,-0.136998299240232,-0.179287749782918,-0.0696744830928771,0.0556311554063415,-0.115077307797325,-0.00470165439185481,-0.0444279926784007,0.0121860636999873,0.0843863613729013,-0.169433564072583,-0.165278774108267,-0.154685581419643,0.00859254760096594,-0.294799332705552,0.165539113495875,0.00114745618414643,-0.143099273781496,-0.0568724337514772,-0.186903899628832,0.0523632189759749,-0.00960999960208596,0.142652208460186,0.099098282231328,-0.12833227548957,-0.0163643750138898,0.103162268668443,0.170082089471063,-0.11517741906286,-0.0757238442925767,-0.146700279162147,0.0163244910281591,0.367801544262395,-0.165105961203789,0.0944911182523068,0.41982195471922,-0.0554273995473693,0.18111541908699,-0.0661570155031204,0.0239045721866879,0.0356348322549899,-0.131640073925002,-0.158715078648741,-0.00690065559342354,0.224158337980817,-0.107570574840095,0.0404226041727222,-0.0881917103688197,0.281903310984788,0.017817416127495,-0.10931887889999,0.027749855953148,-0.035306825504429,0.229540721840791,0.277149167852215,0.210963253922323,0.334147556286112,0.017817416127495,-0.178774235483549,-0.0868599036215379,-0.246329475861519,0.276367125177341,-0.117236273786754,-0.355934248407187,0.351606421089282,0.194665278637642,-0.0881917103688197,-0.106571698314892,-0.175,0.184893499238362,0.081791288135197,-0.0213560549044312,0.0855896103236184,0.0208514414057075,0.0304798731649773,-0.132764159222842,0.388543670100131,-0.464455327527442,-0.19034674690672,0.0932504808240314,0.552949531163608,-0.152910570308521,0.152910570308521,-0.41702882811415,0.249295683067132,-0.0702111874642771,0.0618107376830697,0.0347200121066092,-0.0299103046984192,0.061854026644571,0.01243999646483,-0.00405636957157418,0.140047432008268,0.0615115818758823,0.0851969920123895,0.316771590157009,0.00556122265130373,-0.127773834201776,-0.0289538691808855,-0.0165109545245882,-0.261170018685638,-0.0125662455767383,0.0818757716215682,-0.136634290632818,0.153134571413898,-0.235199820979891,0.171141737887298,0.194584244052833,0.252453539817972,-0.0394224042105718,-0.0762774171241791,0.0594906452245002,0.0204481234180477,-0.0128227260066289,-0.187051950734659,-0.240105759772355,-0.0219806718953988,-0.0752235772902642,0.235629928975266,0.0233549683248457,-0.101224216688859,-0.0050975312517218,0.0517439831981619,-0.112967181585129,0.0325362575999155,0.173343315555879,-0.0410493485893241,-0.259174855038638,-0.327326835353989,0.0801783725737273,0.0402814616647181
"v_3",-0.110989500357151,0.0166068055348313,1,0.20149814827784,0.25302403842553,0.0968730322865161,-0.0157485197087178,-0.276443825451919,-0.366614686449959,0.0975900072948533,0.279573197653319,0.285944597445585,0.0238272590252489,-0.298595157165136,-0.0346677760532508,0.392029551580196,0.0436785348634133,-0.204141361454729,-0.237836909585036,-0.0933873473674954,0.00508933862031294,-0.0467238229012979,0.178760560758126,0.0378743049167178,0.182208698936418,0.324145324691145,0.252403422194733,-0.249211377622386,0.170872747649931,0.116857780275484,0.0124493717558163,-0.0494086190669485,-0.136812580485936,-0.180032146228282,0.208556102962258,-0.0750234484920533,0.00593604899886185,-0.106008774806884,0.0581732801888461,0.17167773340523,0.424148819914048,0.0303126671391152,0.0101240195599082,-0.00244335971285595,0.074589950002854,0.108608716360785,0.123428613786802,0.00906845312637515,0.0604563541758343,-0.163243835166682,-0.197797752261667,-0.0796088869873176,0.282279387089748,-0.0328959243562964,0.137718125767961,0.113410586250006,0.0539008494840818,-0.0854636023597132,0.120096115353815,0.195356034306871,0.162908676787655,-0.0250852087470252,0.128928952182627,-0.202547873416733,-0.198148480975304,0.00146764573682572,0.219264504826757,-0.10232343558582,0.0763863057309278,-0.0632962104427292,-0.0294870830486825,-0.0590815285858345,0.152325962953768,-0.0348141245882587,-0.213646246849475,-0.0653642862133183,-0.236318476506956,-0.101460757874108,-0.133500997202773,0.209666849132966,-0.224720299624114,-0.0348141245882587,0.0331201188616959,0.401522903584584,-0.40275344651651,-0.0872119457888449,0.149321266968326,0.143422073468928,-0.00208187003272746,0.0331201188616959,-0.213349964337736,0.0576649329302956,-0.0151972947501348,0.294086793939128,-0.130358981479174,-0.0890205973255412,-0.17698739465068,-0.0657793514480272,0.269230769230769,-0.111687118657491,0.0163430112615153,0.0419485188089695,0.0934080897196342,-0.294174202707276,0.0657013773321203,-0.211955687999199,0.211955687999199,0.0657793514480272,-0.233020691214185,-0.051345751509059,0.0261169800551336,-0.0014670296742805,-0.0789877758837957,-0.0698364290921747,-0.128376369962454,-0.0423470490412653,-0.0319943567989043,0.0118098195407485,-0.0608450596751047,-0.133240771158369,-0.0914358802121639,-0.125779513097024,0.0401354004576879,-0.00445029410740445,-0.0389687806727047,-0.0627539877556021,0.051739611637034,-0.0857337286737542,-0.0126797795733718,-0.0760580381287176,-0.010770721406386,-0.0981265260814117,-0.142453780707534,-0.0394918749599239,-0.218559643698138,0.129168503837044,0.166150491717425,0.129461687987965,0.367974472805294,-0.0139854531839363,0.249856124170652,-0.0330843140192097,0.258497313753264,0.0426832794918354,-0.0525978299352752,-0.200227052729298,0.173447353558963,0.259266596230814,-0.00855920985021826,0.0250125093828193,-0.198488420318653,0.072177376705071,0,0.117444043902941,-0.0155710274725762
"v_4",0.00730563174141458,0.434639468823111,0.20149814827784,1,0.611034019592539,0.359163153877781,0.232003310455645,-0.179963276547613,-0.373684210526316,-0.126178653628809,0.17856650782497,0.0584367798771943,0.184844220026778,-0.258441912884376,0.341035334924007,-0.0438237492630237,-0.00821440096816907,-0.225281778444791,-0.133069567826092,-0.186287293740581,-0.0457174802860505,-0.240308090660006,-0.153749519913767,-0.126274719145618,-0.130989523808561,0.147447322063639,-0.181514926798855,-0.188463765743028,0.0990234566232878,-0.105586395814041,0.011754135979637,-0.0755275875532812,-0.099925722339896,0.0843863613729013,-0.233543561289236,-0.0956255764483547,-0.187191971717974,0.0478727652053817,-0.230907462119177,0.136799684069508,0.166381146701232,-0.168416837604376,-0.267421443810137,-0.280355849443247,-0.0809249747810521,0.153759993633375,0.0593332194480418,-0.012387285278916,0.0196544926425467,0.156090961670949,0.117899735621077,-0.0333027867495787,-0.0802751708619934,0.0535891821147466,-0.0600662560348948,-0.0303169119094384,0.202642252093612,-0.15765757197655,0,0.49552755311121,0.0207852748302635,0.104489664857879,-0.0661570155031204,0.0239045721866879,0.133630620956212,0.0207852748302635,-0.2346222901764,-0.158715078648741,0.224158337980817,0.0239045721866879,-0.149563635439072,0.207880460155075,0.118329784857812,-0.0868599036215379,-0.0496903994999953,0.027749855953148,0.0070613651008858,-0.183632577472633,0.0731129706604002,0.210963253922323,-0.0310834936080105,-0.0868599036215379,0.194665278637642,-0.191537223370571,-0.0467176592151157,0.184893499238362,-0.321314231859992,-0.13288211940535,0.163816628007506,0.194665278637642,-0.0881917103688197,-0.0102472786841243,-0.0770833333333333,0.0934198732993828,0.081791288135197,-0.0213560549044312,-0.0393983920537291,-0.375325945302735,0.146303391191891,-0.132764159222842,0.388543670100131,-0.247899469293788,-0.19034674690672,0.0932504808240314,0.0781002162660463,-0.0208514414057075,-0.375325945302735,-0.152910570308521,0.0738653875754465,-0.029301938473924,0.0799418365462784,0.112337410416629,0.100584281163597,0.140122172873781,-0.083210430984939,-0.0120096115353815,0.0345529671559311,0.080940488529772,-0.0515331105965761,0.0561026923454981,-0.0425553665735408,-0.030168876072333,-0.152471153588742,-0.0991736153673726,-0.178869998783859,0.0646774173636493,0.110069192147145,-0.109184166736802,-0.0166985351778392,0.0817272444943535,0.214812071665156,0.00621283416005894,0.0790569415042095,-0.0527924887449928,-0.216594775026147,-0.025235718678638,0.0341706455963246,0.0266528368347575,0.0782817104167426,-0.244162490492646,-0.119019678886578,0.110200986145991,0.260229481102932,-0.0654061199454286,-0.0131142094331172,-0.136105995215996,0.015761501102978,0.0387569613625462,-0.151306883167201,0.17523974959867,-0.1013278035654,-0.292233266954642,-0.0269484027818148,0.158113883008419,0.017622684421256
"v_5",-0.0772027518982468,0.502702548939085,0.25302403842553,0.611034019592539,1,0.502702548939085,0.258646763266328,-0.1408721450121,-0.329850222965884,0.0648181216087668,0.263978047459311,0.0783776340209229,0.146748159629668,-0.324529118780072,0.345227844621459,-0.0635641726163728,-0.105493684071215,-0.0834024527638232,0.00730842643059077,-0.0251548447940291,0.0650475834494618,-0.013091898751031,-0.183698551145,-0.156953296028905,-0.148691331128825,-0.0142718859934331,-0.115307623040563,-0.0222489452223856,0.0365014367554827,0.00121626963463675,0.163885875077962,0.0364383400155579,0.0824554345740205,0.0358413306032683,-0.115020622085663,0.0472025607385538,-0.0494141249027925,0.0164078908735056,-0.135601552058826,0.0648205524250615,0.0647009572080137,0.08915240722524,-0.0410585298953274,-0.0852790254597779,0.101939598337234,0.215621494737025,0.295621035985938,0.119726281165036,0.13076487446394,0.155318367478196,-0.113650043832848,0.0794916298615103,0.0131586196241072,0.0515078298827659,-0.0938295882539479,-0.137877993351185,0.225222101642047,-0.0839976147792841,0.0581238193719096,0.348557286306009,0.0113649205665504,0.0414211331990433,0.10309352712056,0.0490143081395872,-0.127865879015278,0.167632578356618,-0.014149211999267,0.14149211999267,0.0419650995497272,0.183803655523452,0.0404226041727222,0.0598443748931276,0.281903310984788,0.017817416127495,-0.00993807989999907,0.0659059078887264,0.00360438184326545,0.171730465969777,0.171730465969777,0.119155171196868,0.0602242688655203,-0.0868599036215379,0.0079455215770466,0.122494735876528,-0.246329475861519,0.0934198732993828,-0.117236273786754,-0.13288211940535,0.257711524548394,0.194665278637642,-0.0881917103688197,-0.106571698314892,-0.175,0.184893499238362,0.081791288135197,-0.0213560549044312,0.0849615134566609,-0.111207687497107,0.146303391191891,-0.132764159222842,0.240897075462081,-0.247899469293788,0.0507591325084587,0.0932504808240314,0.0781002162660463,-0.152910570308521,-0.111207687497107,-0.284969699211336,0.0738653875754465,-0.0586704344672514,0.0440534723859317,0.064657575013984,-0.113933178796912,0,-0.172888018474582,-0.152350729603585,-0.0918729210857749,-0.0240212211926269,-0.0809672160361169,0.0542822008364726,-0.063179666624949,-0.213724706839819,-0.109645900853708,-0.143524707606123,-0.213464388744139,0.0477290240707579,0.205731000835128,-0.136399997159345,0.153201976395858,-0.0911827684358731,0.161679835968898,0.173974272610851,0.0922410069402136,0.0667960525700888,0.0372254048049634,0.196917799361011,0.108792620527034,-0.1276813259972,-0.0670123124130685,-0.13901664512843,-0.025218597532473,-0.0318194743288218,0.337363437257936,0.0267261241912424,0.0170835907331239,0.0917555625309924,0.0358227575987275,0.0858550580046983,-0.147370107952558,0.162773601192716,0.141806840581301,-0.259174855038638,-0.218217890235992,0.195991577402445,0.0402814616647181
"v_6",0.0175470835849502,0.552123552123552,0.0968730322865161,0.359163153877781,0.502702548939085,1,0.0781110711402216,-0.199172211671528,-0.320123680630196,-0.0595591915433487,0.108904735795972,-0.0743336926997511,0.126028748273726,-0.36446531058826,0.51956607313941,-0.293193768628506,-0.0203101061666455,0.0793110042327203,0.0505858548393111,-0.140196190724919,0.085806270307789,-0.0195410044150491,-0.0137354625001317,-0.0143840516613039,-0.261979047617122,-0.0429570938295642,0.0584386970277564,0.0508928003428884,-0.0374564752502089,0.00822272778324995,0.0989257953104363,0.0494890512636421,0.0615366052586084,0.025066484512236,-0.0351398043384576,0.151961059797391,0,0.235495169320043,-0.0488341168736915,0.215129442274001,0.0147699619782777,0.14386923117244,0.114979362176796,-0.0514938186525077,0.197193223809108,0.102105924581832,0.12950533572975,0.0837277528790385,0.103061987601831,0.00246621123649613,0.0565436268096463,0.207389494359535,-0.039888196220547,-0.0319537279864505,-0.166336959782615,0.0239869546440458,0.109006328179191,-0.258125150236948,-0.074848118856512,0.230330752147673,-0.163271877839357,-0.0924244318667663,0.356348322549899,-0.118345267082788,0.114672160205409,-0.0878100855606627,-0.116155342072862,0.184482013880427,0.206509839583219,0.0118345267082788,-0.0198826411246046,0.0433788016213856,0.263624435913674,0.0942112947005567,0.235201224299978,0.275087257083336,-0.0649528049133998,0.27461757017218,0.24337365500289,0.438124649023814,0.194934987544217,-0.00876384136749365,-0.187591619844217,-0.214714113503594,-0.173386893801254,0.493966529788527,0.158044630994144,-0.154064378124213,0.381263859764567,0.179775302350708,-0.247878866407918,-0.231854838709677,0.0860771409466438,0.13402192668681,0.0709952292808831,0.0653606452648175,0.146624624094008,-0.213311729493232,0.337963184709687,-0.140199927446556,0.36158125475179,-0.304662018899833,0.0376889180722205,0.215410109213832,0.278351107134452,-0.309646058941789,0.0481671647242783,-0.0481671647242783,0.0548454318095348,-0.226424070025776,-0.0989110858962427,-0.132886936712353,0.0254813512281113,-0.00277469649255011,-0.0231897922417043,-0.125433720480652,0.0637900932109497,-0.178069074765498,-0.150530928321578,0.158490105876032,0.0562829041779088,-0.165928818397832,-0.0626220809382333,-0.0584173350794113,-0.205470251667374,0.104299838286928,0.279844055243867,0.0100282048170876,0.103820048416202,0.107591407469525,0.424133872155478,0.145624337484701,0.252453539817972,0.142036934004385,-0.0837801138904918,-0.0437074128180001,0.219806718953988,-0.00128227260066289,-0.0012553822196957,-0.0464720825365848,0.133177012072122,0.00663861362325248,0.202145675910359,-0.0194624736040381,-0.0655710471655859,0.0793951638759979,-0.18651109638524,-0.00447195708029379,-0.330983806928251,0.23991156195056,0.0792199191511309,-0.292233266954642,-0.0269484027818148,0.386500602909469,0.343642346214493
"v_7",-0.0587301232168674,-0.0634652453014301,-0.0157485197087178,0.232003310455645,0.258646763266328,0.0781110711402216,1,0.460809807851727,-0.197449625919697,-0.107582870727984,-0.254934133659072,0.0760345160069106,0.010506833634188,-0.131668088091199,0.291629921259697,0.0676968662049936,-0.0924500327042048,-0.210973976878308,0.0660261409624823,-0.102602939451458,-0.110919563677014,-0.0322569456681841,-0.128483486810935,-0.0269100965751279,-0.11532644707065,-0.0770681843645389,-0.0350677254804239,-0.0867484479533309,0.0783187249631392,0.0703237260562937,0.213378531829685,0.0740684296900163,0.194131420113395,0.116121196206058,0.0890678476751096,0.286479981030655,0.240858885894721,0.118630292474499,-0.0934366367695039,-0.193782012377074,-0.214679918122219,0.214100318228463,0.0573684516132894,0.225787591106422,-0.0345686059439373,0.049534006609204,0.0158431062631119,-0.070021862475157,-0.0168654808542314,0.117063652945247,0.0873377561593659,-0.106270922349299,0.0509142340207784,0.0424859288662087,0.0674020370993815,-0.0935535162237637,0.0405819887415461,0.0643877250064139,-0.210042012604201,0.0152985578729208,-0.10524035520409,0.095487766073648,-0.0784313725490196,-0.0885614885540095,-0.13201967239689,0.177111817294688,0.0255654996282457,0.0255654996282457,0.0830460211893234,0.154982604969517,0.0154165763354293,0.192199992041719,-0.0796397809802848,0.0467176592151157,-0.0219114066040727,-0.0740334824612685,0.127222923751687,-0.0441787681786867,0.00946687889543287,-0.0595986875023566,-0.0815016078203043,-0.152894157431288,0.287878787878788,0.0467176592151157,-0.170075335762452,0.0705156138073945,-0.161460579450767,0.0769238644198334,0.0266671020514788,-0.0681818181818182,0.192199992041719,-0.00390815874675452,0.0079455215770466,0.0705156138073945,-0.055048188256318,0.0769238644198334,0.0075498042361142,-0.243544093523526,-0.233020691214185,-0.0563883874434601,-0.148522131446501,-0.208763355831066,-0.0808452083454443,0.086637910010459,-0.218929859143062,0.0332105582077536,-0.453877628839299,0.0332105582077536,0.161764705882353,-0.0236748899632143,-0.0529857502819432,-0.0389623224749458,-0.188325982698163,-0.189007285512147,-0.152051537540739,-0.049580177288238,-0.202214726716001,-0.193331188167594,-0.155961875100594,-0.128412677844514,-0.140184979525754,-0.130380024091333,-0.177370843005618,-0.210492586477823,0.152101302676922,0.143063632591575,0.150166366334234,-0.0974058005643383,0.0469034071497234,0.0113040038818933,-0.0470629669101689,0.0657895820330569,0.0618589574131742,0.115283163821481,0.325395686727984,0.186489627283695,0.0758438341674576,-0.11122559966401,0.0998186761880863,0.178752952640121,0.175241298153764,0.124160541250627,0.0986081211451159,0.186812569625849,0.210021905770865,0.0811717177659751,-0.0185919859783757,0.215551906633781,-0.161819424623641,0.0264707517970439,0.0486561840100952,-0.251242758279796,0,0.224525104684854,-0.117417054578466
"X",0.292284901382468,-0.36303020141548,-0.276443825451919,-0.179963276547613,-0.1408721450121,-0.199172211671528,0.460809807851727,1,0.482758630738836,-0.146304609495702,-0.251982451300702,0.0339285335619256,0.00152005353114775,0.316902715678131,-0.077576872903392,0.0251843100254657,0.0579583740853294,0.0243332131696144,0.218163975994222,0.242578317944489,0.114145260909929,0.0438873629753579,0.12111759999171,0.129150217014059,0.167750466931822,-0.0716442990837424,-0.0565322138581509,0.0801919311047406,-0.0793168404470925,0.152488929313634,0.125689587239459,0.170356394343858,0.309317649314436,0.0898455779315573,0.063063969270761,0.255030685225335,0.198558274693187,0.150506285219651,0.0859612042879042,-0.284345925963583,-0.192106121466136,0.225902518752034,0.156106941683646,0.300156886811426,-0.0608126219560175,-0.119974744817146,-0.126082992577916,-0.243011514536767,-0.0345146788762365,0.132869149580593,0.168913436687062,-0.0887673949196264,0.00372122810373321,0.176376423200464,0.123157285740922,0.139239522780353,-0.0649411737049274,0.0925195684715499,-0.102062072615966,-0.252747939216272,0.11973686801785,-0.0601929265428846,-0.0142915487618757,0.0903696114115064,-0.182827585243381,0.0374177712555781,-0.0670820393249937,0.0968962790249909,-0.021053798026663,0.232379000772445,-0.0294870830486825,0.0951869071660668,-0.188594049371332,0.183354389498163,0,-0.150576734866142,0.241493583498785,-0.00347339495900776,-0.0868348739751939,-0.460045707806314,0.155887054694205,0.0742701324549519,0.0331201188616959,-0.25298263867468,0.429308618814301,0.00811273914314837,-0.169683257918552,0.0272007380716932,-0.0999297615709181,0.0331201188616959,0.403723778669869,-0.0427147651335523,0.0868416842864844,-0.0872119457888449,-0.130358981479174,0.0272007380716932,0.217177890226987,-0.131157847467778,-0.148866289539211,0.275092122162151,-0.0948840144095737,0.0569323854990061,0.126773138209277,0.232897126278045,-0.381448090180886,0.277746029931765,-0.131157847467778,-0.0154303349962092,0.184482013880427,0.129913104891771,0.0170529570526187,0.00718417500155377,0.0295382315399403,0.0973625370756385,0.252902308016538,0.10902162301908,0.0765607675714791,0.0833677676685285,0.0965924682536131,0.0074836380736961,0.21241232066391,0.280967921268563,0.100239251181188,0.0797361081899809,0.385474597857689,0.184319764962833,0.124692150523058,0.143894516018209,0.0441396105759948,0.118346773736545,-0.142359969318061,0.10541207041874,0.0621554669967799,0.0640204898356458,0.245881102038911,0.0335515992662845,-0.0745849279114152,-0.038161520704595,0.0386955701537148,0.332853785777684,0.156669397193575,0.207099777814231,0.0369081401935714,0.156495178011147,0.214239941443682,-0.0587332688005942,-0.0554305926458279,-0.0531694026638552,-0.0166007976459878,-0.105677497084079,0.179217699899366,0.180079782513683,-0.0287598654271525,0.0759737176397586,-0.0841452291007611
"v_8",0.319360473267552,-0.395599995575526,-0.366614686449959,-0.373684210526316,-0.329850222965884,-0.320123680630196,-0.197449625919697,0.482758630738836,1,0.0344123600805843,-0.00793628923666534,0.0302619038649756,0.0280067000040573,0.57431536196528,-0.24073082465224,-0.118581909770535,-0.00821440096816907,0.159530995433976,0.137020814321446,0.174921093624741,0.0997599391940508,-0.0211393447562345,0.21167115102058,0.10400321490899,0.304635897922471,0.099903201954032,0.0788576352718985,0.0739511383394823,0.00787892714660078,0.115215301608148,-0.0035672449718799,0.0224723073034751,0.112182678584651,0.158539886349667,-0.0150557381359459,0.037023008801501,0.0385541057127592,0.137480761615455,0.255137464275612,-0.181419389234995,-0.102150324878188,0.109129237887604,0.0441295781640688,0.179872714088973,0.0180763567289379,-0.0480499980104298,-0.140127390611333,-0.0790569415042095,0.0714440508408412,0.130070725494718,0.00746476548370649,0.144586288910612,0.0400713878867238,0.300941996135645,0.152122653175688,0.181909614879541,-0.0605170007549372,0.208468369718885,-0.0191179778225468,-0.381537156792668,0.0546701277080147,-0.159261750705347,-0.0562180995427831,0.0362738125055006,-0.0450615058696563,0.0546701277080147,-0.0488662893006978,0.181503360259735,-0.0828184917490527,0.169277791692336,0.0137254901960784,-0.116115142956907,-0.229593506647234,0.168532968123563,0.0358856800814541,-0.223089056049291,0.133324178506452,0.0443992478721488,-0.00328883317571473,-0.409328837197994,0.0603108364042534,0.168532968123563,-0.0154165763354293,-0.237674698635794,0.477949387143566,-0.0925187267260467,-0.168497617421043,0.0414368329964518,-0.135668086759032,0.165728195605865,0.171117052778599,-0.0735657721610369,0.0545705156331749,-0.270003631057647,0.280056016805602,0.149633008042743,0.145682482709725,0.0449466574975495,0.190533994263149,0.257563713164464,0.0418765756358005,0.340887162240716,0.109414658648296,0.360138550467884,-0.407407407407407,0.0973844245780238,-0.0973844245780238,-0.0449466574975495,0.159221715740409,0.190462600080506,0.0379384986999287,0.0205495262957248,0.126065632391709,0.226137764142834,0.211436341027304,0.0760608730574164,0.0318950466054748,0.122759740936821,0.235967401152743,-0.0781275222360335,0.125127509654334,0.194438443350529,0.151663124280829,0.130711723319656,0.272309972089291,0.110582961075297,0.0232185024001462,0.167972430686217,0.0207640096832404,-0.0337786976939205,-0.0768897662971919,0.0903875198180903,0.0927089270517976,-0.00763014275043325,0.162558429936775,0.104412152843,-0.0543051893886323,0.0628313574324814,-0.0401722310302624,0.139743616646796,-0.0452543244905269,0.159850101741811,-0.0372047256276735,0.0474514987839384,0.168707027814765,0.0277252953217771,-0.0583778271979263,-0.160186095414744,0.16842298051721,-0.0417237499044453,0.0182282766358253,0.332083257903002,0.109108945117996,0.0439205230578942,-0.00435194139889245
